Date,Description,Original Description,Category,Amount,Status
2025-12-09,"Posit Software","POSIT SOFTWARE  PBC      BOSTON       MA",Electronics & Software,-13.82,Posted
2025-12-09,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.73,Posted
2025-12-08,"Lowe's","LOWE'S #10               GILBERT      AZ",Home Improvement,-186.00,Posted
2025-12-08,"Apple","APPLE COM                CUPERTINO    CA",Electronics & Software,-20.19,Posted
2025-12-08,"Netflix","Netflix.com              408-5403700  CA",Television,-19.39,Posted
2025-12-08,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.67,Posted
2025-12-04,"PayPal Purchase","PAYPAL           INST XFER  ***********OSTC",Uncategorized,-200.97,Posted
2025-12-03,"Interest Paid","INTEREST PAID",Interest Income,0.02,Posted
2025-12-03,"Disney+","PAYPAL           INST XFER  ***********PLUS",Television,-13.00,Posted
2025-12-03,"Stash","Stash Financial  Stash Subs ***********84B7",Service Fee,-12.00,Posted
2025-12-03,"OpenAI","OPENAI *CHATGPT SUBSCR   OPENAI.COM   CA",Business Services,-21.26,Posted
2025-12-03,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********8R67",Paycheck,3407.78,Posted
2025-12-02,"Stash","STASH CAPITAL (S ACH        ***********5127",Investments,-145.00,Posted
2025-12-02,"Stash Cash Jzy","Stash Cash Mngt  Stash      ***********JZY7",Investments,-30.00,Posted
2025-12-02,"Amazon","AMAZON.COM SERVI INTERNET   ***********2388",Shopping,-22.82,Posted
2025-12-02,"Amazon","AMAZON.COM SERVI INTERNET   ***********0890",Shopping,-10.62,Posted
2025-12-01,"Amazon","AMAZON MARKETPLA INTERNET   ***********3878",Shopping,-36.12,Posted
2025-12-01,"Amazon","AMAZON MARKETPLA INTERNET   ***********7716",Shopping,-4.87,Posted
2025-12-01,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2025-11-28,"Cox Communications","COX COMM PHX     PURCHASE   ***********uNW0",Utilities,-135.95,Posted
2025-11-28,"City of Chandler","CITY OF CHANDLER UTILITY    ***********4792",Utilities,-69.27,Posted
2025-11-28,"Amazon","AMAZON.COM SERVI INTERNET   ***********7048",Shopping,-51.82,Posted
2025-11-28,"PayPal Purchase","PAYPAL           INST XFER  ***********TIME",Uncategorized,-4.25,Posted
2025-11-26,"PayPal Purchase","PAYPAL           INST XFER  ***********OSTC",Uncategorized,-106.63,Posted
2025-11-26,"Stash","STASH CAPITAL (S ACH        ***********4171",Investments,-100.00,Posted
2025-11-26,"Amazon","AMAZON MARKETPLA INTERNET   ***********6532",Shopping,-82.46,Posted
2025-11-26,"PayPal Purchase","PAYPAL           INST XFER  ***********1518",Uncategorized,-34.99,Posted
2025-11-26,"PayPal Purchase","PAYPAL           INST XFER  *********** CE2",Uncategorized,-11.61,Posted
2025-11-26,"Onpoint Community","PP*ONPOINT COMMUNITY CR  800-5273932  OR",Financial,-209.89,Posted
2025-11-26,"Apple","APPLE COM                CUPERTINO    CA",Electronics & Software,-3.18,Posted
2025-11-26,"Mobile Deposit","DEPOSIT@MOBILE",Income,115.38,Posted
2025-11-25,"Amazon","AMAZON.COM SERVI INTERNET   ***********6914",Shopping,-50.21,Posted
2025-11-25,"Stash Cash","Stash Cash Mngt  Stash      ***********SFHX",Investments,-30.00,Posted
2025-11-25,"Jv's Barbershop","SQ *JV'S BARBERSHOP      GILBERT      AZ",Hair,-37.95,Posted
2025-11-24,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********6199",Credit Card Payment,-216.00,Posted
2025-11-24,"PayPal Purchase","PAYPAL           INST XFER  ***********OSTC",Uncategorized,-199.73,Posted
2025-11-24,"Green","GREEN4U                  GILBERT      AZ",Laundry,-35.00,Posted
2025-11-24,"Hulu","Hulu                     877-8244858  CA",Television,-12.99,Posted
2025-11-24,"Apple","APPLE COM                CUPERTINO    CA",Electronics & Software,-12.75,Posted
2025-11-24,"Snip Its Gil","SNIP-ITS* SNIP-ITS-GIL   148-09638111 AZ",Hair,-11.89,Posted
2025-11-24,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.47,Posted
2025-11-24,"Icp Goldfish Swim Schoo","ICP*Goldfish Swim Schoo  480-6802323  AZ",Education,-2.01,Posted
2025-11-21,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********4749",Financial,-108.19,Posted
2025-11-21,"Amazon","AMAZON.COM SERVI INTERNET   ***********0732",Shopping,-55.81,Posted
2025-11-21,"Blue Sky Pest Co","Blue Sky Pest Co WWP*Blue S ***********0402",Uncategorized,-50.00,Posted
2025-11-21,"HBO Max","PAYPAL *HBOMAX HELP.HBO  402-935-7733 NY",Television,-18.06,Posted
2025-11-20,"Transfer to Venmo","VENMO            PAYMENT    ***********8926",Transfer,-250.00,Posted
2025-11-20,"Transfer to Venmo","VENMO            PAYMENT    ***********7125",Transfer,-200.00,Posted
2025-11-20,"Circle K","CIRCLE K # 03462         GILBERT      AZ",Fast Food,-42.19,Posted
2025-11-20,"Spotify","PAYPAL *SPOTIFY*P3C39F1  402-935-7733 NY",Music,-12.75,Posted
2025-11-20,"Returned Deposit Item","RETURNED DEPOSIT ITEM",Banking Fee,-115.38,Posted
2025-11-19,"Rocket Money Premium","Rocket Money     Premium    ***********H0W2",Financial,-10.78,Posted
2025-11-19,"Sam Harris","PAYPAL *SAM HARRIS       402-935-7733 CA",Books,-7.00,Posted
2025-11-19,"Returned Deposit Item","RETURNED DEPOSIT ITEM",Banking Fee,-115.38,Posted
2025-11-19,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********7R67",Paycheck,3407.79,Posted
2025-11-18,"Paddle","PADDLE.COM MARKE IAT PAYPAL ***********6634",Electronics & Software,-53.87,Posted
2025-11-18,"Amazon","AMAZON MARKETPLA INTERNET   ***********6274",Shopping,-38.26,Posted
2025-11-18,"Stash Cash Attu","Stash Cash Mngt  Stash      ***********ATTU",Investments,-30.00,Posted
2025-11-18,"Amazon","AMAZON.COM SERVI INTERNET   ***********6394",Shopping,-27.93,Posted
2025-11-18,"Mobile Deposit","DEPOSIT@MOBILE",Income,115.38,Posted
2025-11-18,"Transfer from Venmo","VENMO            CASHOUT    ***********2049",Transfer,62.53,Posted
2025-11-17,"Lakeview Loan Servicing","LAKEVIEW LN SRV  MTG PYMT   ***********8233",Mortgage & Rent,-2840.68,Posted
2025-11-17,"Salt River Project SurePay","SRP              SUREPAY-S1 ***********8008",Bills & Utilities,-297.49,Posted
2025-11-17,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********5021",Credit Card Payment,-131.00,Posted
2025-11-17,"Posit Software","POSIT SOFTWARE  PBC      POSIT.CO     MA",Business Services,-15.95,Posted
2025-11-17,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.77,Posted
2025-11-17,"Transfer from Venmo","VENMO            CASHOUT    ***********2135",Transfer,200.00,Posted
2025-11-17,"Mobile Deposit","DEPOSIT@MOBILE",Income,115.38,Posted
2025-11-17,"Mobile Deposit","DEPOSIT@MOBILE",Income,115.38,Posted
2025-11-17,"Mobile Deposit","DEPOSIT@MOBILE",Income,115.38,Posted
2025-11-13,"Circle K","CIRCLE K # 03462         GILBERT      AZ",Fast Food,-42.55,Posted
2025-11-13,"Stash Cash Ivuk Qo Atww","Stash Cash Mngt  Stash      DV8IVUK0QO2ATWW",Income,100.00,Posted
2025-11-12,"Amazon","AMAZON MARKETPLA INTERNET   ***********5832",Shopping,-40.38,Posted
2025-11-12,"Amazon","AMAZON.COM SERVI INTERNET   ***********1576",Shopping,-31.86,Posted
2025-11-12,"Amazon","AMAZON.COM SERVI INTERNET   ***********1400",Shopping,-31.61,Posted
2025-11-12,"Stash Cash","Stash Cash Mngt  Stash      ***********I1VG",Investments,-30.00,Posted
2025-11-12,"Waste Management","WASTE MANAGEMENT PAYMENT    ***********3001",Utilities,-26.96,Posted
2025-11-12,"Hims & Hers Health","HIMS & HERS HEALTH       FORHIMS.COM  CA",Pharmacy,-606.00,Posted
2025-11-12,"Fabletics","IBI*FABLETICS.COM        844-3225384  CA",Clothing,-69.95,Posted
2025-11-12,"Apple","APPLE COM                CUPERTINO    CA",Electronics & Software,-13.81,Posted
2025-11-10,"PayPal Purchase","PAYPAL           INST XFER  ***********OSTC",Uncategorized,-200.04,Posted
2025-11-10,"Apple","APPLE COM                CUPERTINO    CA",Electronics & Software,-20.19,Posted
2025-11-10,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2025-11-10,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.64,Posted
2025-11-07,"Circle K","CIRCLE K # 03462         GILBERT      AZ",Fast Food,-40.40,Posted
2025-11-07,"Paddle","PAYPAL *PADDLE.NET       35314369001",Electronics & Software,-40.35,Posted
2025-11-07,"Netflix","NETFLIX.COM              NETFLIX.COM  CA",Television,-19.39,Posted
2025-11-06,"Amazon","AMAZON.COM SERVI INTERNET   ***********0308",Shopping,-21.14,Posted
2025-11-06,"Amazon","AMAZON.COM SERVI INTERNET   ***********1028",Shopping,-11.97,Posted
2025-11-06,"Sharkeys Cuts for Kidsb","SHARKEYS CUTS FOR KIDSB  GILBERT      AZ",Hair,-37.71,Posted
2025-11-06,"Vudu","PAYPAL *VUDU LLC         402-935-7733 CA",Movies & Dvds,-12.75,Posted
2025-11-05,"PayPal Purchase","PAYPAL           INST XFER  ***********OSTC",Uncategorized,-292.31,Posted
2025-11-05,"Google Apps Comme Wbed","GOOGLE           APPS_COMME ***********WBED",Entertainment,-7.04,Posted
2025-11-05,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.55,Posted
2025-11-05,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********7R67",Paycheck,3407.78,Posted
2025-11-04,"Stash Cash","Stash Cash Mngt  Stash      ***********15NZ",Investments,-30.00,Posted
2025-11-04,"Stash","Stash Financial  Stash Subs ***********A422",Service Fee,-12.00,Posted
2025-11-04,"Costco","WWW COSTCO COM           800-955-2292 WA",Shopping,-139.88,Posted
2025-11-03,"Interest Paid","INTEREST PAID",Interest Income,0.02,Posted
2025-11-03,"Amazon","AMAZON.COM SERVI INTERNET   ***********5660",Shopping,-211.54,Posted
2025-11-03,"Goodwill","GOODWILL # 147           GILBERT      AZ",Shopping,-65.06,Posted
2025-11-03,"OpenAI","OPENAI *CHATGPT SUBSCR   OPENAI.COM   CA",Business Services,-21.26,Posted
2025-11-03,"Goodwill","GOODWILL #110204         CHANDLER     AZ",Shopping,-18.00,Posted
2025-11-03,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2025-11-03,"Circle K","CIRCLE K 06651           CHANDLER     AZ",Gas,-6.46,Posted
2025-11-03,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.77,Posted
2025-10-31,"Stash","STASH CAPITAL (S ACH        ***********9368",Investments,-145.00,Posted
2025-10-30,"City of Chandler","CITY OF CHANDLER UTILITY    ***********9410",Utilities,-69.27,Posted
2025-10-30,"Amazon","AMAZON.COM SERVI INTERNET   ***********6444",Shopping,-10.07,Posted
2025-10-30,"PayPal Purchase","PAYPAL           INST XFER  ***********TIME",Uncategorized,-4.25,Posted
2025-10-29,"PayPal Purchase","PAYPAL           INST XFER  ***********OTON",Uncategorized,-88.23,Posted
2025-10-29,"Amazon","AMAZON.COM SERVI INTERNET   ***********9370",Shopping,-15.66,Posted
2025-10-29,"Circle K","CIRCLE K # 03462         GILBERT      AZ",Gas,-76.86,Posted
2025-10-29,"Circle K","CIRCLE K # 03462         GILBERT      AZ",Gas,-32.94,Posted
2025-10-29,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.58,Posted
2025-10-28,"Stash","STASH CAPITAL (S ACH        ***********0044",Investments,-100.00,Posted
2025-10-28,"Stash Cash O Qe","Stash Cash Mngt  Stash      ***********O1QE",Investments,-30.00,Posted
2025-10-27,"Cox Communications","COX COMM PHX     PURCHASE   ***********Rjhe",Utilities,-135.95,Posted
2025-10-27,"PayPal Purchase","PAYPAL           INST XFER  ***********1518",Uncategorized,-34.99,Posted
2025-10-27,"Desert Breeze Railr Chandler","SQ *DESERT BREEZE RAILR  Chandler     AZ",Entertainment,-21.85,Posted
2025-10-27,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-3.18,Posted
2025-10-24,"Amazon Store Card","AMZ_STORECRD_PMT PAYMENT    ***********6199",Credit Card Payment,-205.00,Posted
2025-10-24,"Hulu","Hulu                     877-8244858  CA",Television,-12.99,Posted
2025-10-23,"PayPal Purchase","PAYPAL           INST XFER  ***********OSTC",Uncategorized,-473.65,Posted
2025-10-23,"Transfer to Venmo","VENMO            PAYMENT    ***********8495",Transfer,-250.00,Posted
2025-10-23,"Blue Sky Pest Co S","Blue Sky Pest Co WWP*Blue S ***********f42f",Uncategorized,-50.00,Posted
2025-10-23,"Country Place","FCB*COUNTRY PLACE A      866.800.4656 NE",Mortgage & Rent,-114.79,Posted
2025-10-22,"Amazon","AMAZON MARKETPLA INTERNET   ***********6046",Shopping,-36.93,Posted
2025-10-22,"Rocket Money Premium","Rocket Money     Premium    ***********F7E2",Financial,-10.78,Posted
2025-10-22,"Lids","PAYPAL *LIDS.COM         402-935-7733 FL",Clothing,-42.12,Posted
2025-10-22,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-12.75,Posted
2025-10-21,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********4749",Financial,-108.19,Posted
2025-10-21,"Stash Cash Skyp","Stash Cash Mngt  Stash      ***********SKYP",Investments,-30.00,Posted
2025-10-21,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********7R67",Paycheck,3407.79,Posted
2025-10-20,"Mobile Deposit","DEPOSIT@MOBILE",Income,115.38,Posted
2025-10-17,"PayPal","PAYPAL           RECOVERY   ***********8083",Uncategorized,-159.90,Posted
2025-10-17,"Amazon","AMAZON MARKETPLA INTERNET   ***********4812",Shopping,-39.82,Posted
2025-10-17,"Posit Software","POSIT SOFTWARE  PBC      POSIT.CO     MA",Business Services,-15.95,Posted
2025-10-16,"Lakeview Loan Servicing","LAKEVIEW LN SRV  MTG PYMT   ***********8233",Mortgage & Rent,-2840.68,Posted
2025-10-16,"Republic Services","REPUBLICSERVICES RSIBILLPAY ***********5169",Utilities,-153.12,Posted
2025-10-16,"Amazon","AMAZON MARKETPLA INTERNET   ***********7602",Shopping,-57.65,Posted
2025-10-16,"Amazon","AMAZON MARKETPLA INTERNET   ***********0264",Shopping,-42.47,Posted
2025-10-15,"Salt River Project SurePay","SRP              SUREPAY-S1 ***********8008",Bills & Utilities,-391.45,Posted
2025-10-15,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********5021",Credit Card Payment,-129.00,Posted
2025-10-15,"Stash Cash","Stash Cash Mngt  Stash      ***********RBD1",Investments,-30.00,Posted
2025-10-14,"Amazon","AMAZON.COM SERVI INTERNET   ***********0306",Shopping,-48.25,Posted
2025-10-14,"Amazon","AMAZON MARKETPLA INTERNET   ***********1370",Shopping,-45.98,Posted
2025-10-14,"Amazon","AMAZON MARKETPLA INTERNET   ***********9956",Shopping,-37.21,Posted
2025-10-14,"Amazon","AMAZON.COM SERVI INTERNET   ***********9850",Shopping,-27.67,Posted
2025-10-14,"PayPal Purchase","PAYPAL           INST XFER  ***********.HBO",Uncategorized,-18.06,Posted
2025-10-14,"Instacart","IC* INSTACART            INSTACART.COMCA",Groceries,-82.96,Posted
2025-10-14,"Jv's Barbershop","SQ *JV'S BARBERSHOP      GILBERT      AZ",Hair,-37.95,Posted
2025-10-14,"Scholastic","SCHOLASTIC BOOK FAIRS R  LAKE MARY    FL",Books,-26.93,Posted
2025-10-14,"Apple","APPLE COM                CUPERTINO    CA",Electronics & Software,-13.81,Posted
2025-10-10,"Waste Management","WASTE MANAGEMENT PAYMENT    ***********3001",Utilities,-27.02,Posted
2025-10-10,"Fabletics","IBI*FABLETICS.COM        844-3225384  CA",Clothing,-69.95,Posted
2025-10-10,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.61,Posted
2025-10-09,"PayPal Purchase","PAYPAL           INST XFER  ***********4CDD",Uncategorized,-12.75,Posted
2025-10-09,"PayPal Purchase","PAYPAL           INST XFER  ***********RRIS",Uncategorized,-7.00,Posted
2025-10-09,"ARCO","ARCO #4229               CHANDLER     AZ",Gas,-50.36,Posted
2025-10-09,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2025-10-08,"Instacart via Instacart","IC* COSTCO BY INSTACAR   INSTACART.COMCA",Shopping,-236.17,Posted
2025-10-07,"Amazon","AMAZON.COM SERVI INTERNET   ***********0186",Shopping,-42.50,Posted
2025-10-07,"Stash Cash","Stash Cash Mngt  Stash      ***********RVDX",Investments,-30.00,Posted
2025-10-07,"Netflix","Netflix.com              netflix.com  CA",Television,-19.39,Posted
2025-10-06,"PayPal Purchase","PAYPAL           INST XFER  ***********0KRM",Uncategorized,-139.95,Posted
2025-10-06,"Amazon","AMAZON MARKETPLA INTERNET   ***********6132",Shopping,-67.97,Posted
2025-10-06,"Google Apps Comme Fbo","GOOGLE           APPS_COMME ***********FBO1",Entertainment,-26.88,Posted
2025-10-06,"Amazon","AMAZON MARKETPLA INTERNET   ***********6642",Shopping,-24.99,Posted
2025-10-06,"Amazon","AMAZON MARKETPLA INTERNET   ***********3794",Shopping,-21.25,Posted
2025-10-06,"Amazon","AMAZON MARKETPLA INTERNET   ***********2920",Shopping,-21.25,Posted
2025-10-06,"Google Apps Comme","GOOGLE           APPS_COMME ***********GMV0",Entertainment,-11.48,Posted
2025-10-06,"Amazon","AMAZON.COM SERVI INTERNET   ***********1074",Shopping,-7.44,Posted
2025-10-06,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-20.19,Posted
2025-10-06,"Walgreens","WALGREENS STORE 1985 E   CHANDLER     AZ",Pharmacy,-10.00,Posted
2025-10-06,"Icp Goldfish Swim Schoo","ICP*Goldfish Swim Schoo  480-6802323  AZ",Education,-2.01,Posted
2025-10-06,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********3R67",Paycheck,2229.73,Posted
2025-10-06,"Transfer from Venmo","VENMO            CASHOUT    ***********8444",Transfer,53.65,Posted
2025-10-03,"Interest Paid","INTEREST PAID",Interest Income,0.02,Posted
2025-10-03,"Stash","Stash Financial  Stash Subs ***********F491",Service Fee,-12.00,Posted
2025-10-03,"Disney+","PAYPAL           INST XFER  ***********PLUS",Television,-12.00,Posted
2025-10-03,"OpenAI","OPENAI *CHATGPT SUBSCR   OPENAI.COM   CA",Business Services,-21.26,Posted
2025-10-02,"PayPal Purchase","PAYPAL           INST XFER  *********** INC",Uncategorized,-51.02,Posted
2025-10-02,"Amazon","AMAZON MARKETPLA INTERNET   ***********6040",Shopping,-33.96,Posted
2025-10-02,"Amazon","AMAZON MARKETPLA INTERNET   ***********1588",Shopping,-23.60,Posted
2025-10-02,"Amazon","AMAZON.COM SERVI INTERNET   ***********4890",Shopping,-4.97,Posted
2025-10-02,"PayPal Purchase","PAYPAL           INST XFER  ***********TIME",Uncategorized,-4.25,Posted
2025-10-02,"Anthropic.com","ANTHROPIC                ANTHROPIC.COMCA",Electronics & Software,-5.84,Posted
2025-10-01,"Stash","STASH CAPITAL (S ACH        ***********4351",Investments,-145.00,Posted
2025-10-01,"City of Chandler","CITY OF CHANDLER UTILITY    ***********9550",Utilities,-71.81,Posted
2025-10-01,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2025-09-30,"Stash Cash Er","Stash Cash Mngt  Stash      ***********39ER",Investments,-30.00,Posted
2025-09-29,"Cox Communications","COX COMM PHX     PURCHASE   ***********YtdN",Utilities,-135.95,Posted
2025-09-29,"Amazon","AMAZON MARKETPLA INTERNET   ***********0120",Shopping,-41.12,Posted
2025-09-29,"Country Place","FCB*COUNTRY PLACE A      866.800.4656 NE",Mortgage & Rent,-114.79,Posted
2025-09-29,"Bosa Donuts Coffee Gilbert","SQ *BOSA DONUTS COFFEE   GILBERT      AZ",Coffee Shops,-6.86,Posted
2025-09-29,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-3.18,Posted
2025-09-26,"STASH CAPITAL (S ACH        ***********0502","STASH CAPITAL (S ACH        ***********0502",Category Pending,-100.00,Posted
2025-09-26,"PADDLE.COM MARKE IAT PAYPAL ***********5073","PADDLE.COM MARKE IAT PAYPAL ***********5073",Category Pending,-59.95,Posted
2025-09-26,"PAYPAL           INST XFER  ***********1518","PAYPAL           INST XFER  ***********1518",Category Pending,-34.99,Posted
2025-09-26,"PAYPAL           INST XFER  *********** AED","PAYPAL           INST XFER  *********** AED",Category Pending,-11.61,Posted
2025-09-26,"Instacart via Instacart","IC* COSTCO BY INSTACAR   INSTACART.COMCA",Shopping,-249.74,Posted
2025-09-25,"AMAZON.COM SERVI INTERNET   ***********6168","AMAZON.COM SERVI INTERNET   ***********6168",Category Pending,-32.76,Posted
2025-09-25,"ANTHROPIC                ANTHROPIC.COMCA","ANTHROPIC                ANTHROPIC.COMCA",Category Pending,-5.51,Posted
2025-09-24,"AMZ_STORECRD_PMT PAYMENT    ***********6199","AMZ_STORECRD_PMT PAYMENT    ***********6199",Category Pending,-205.00,Posted
2025-09-24,"Hulu                     Hulu.com     CA","Hulu                     Hulu.com     CA",Category Pending,-10.82,Posted
2025-09-24,"BLU OMEGA LLC    PAYROLL    ***********2890","BLU OMEGA LLC    PAYROLL    ***********2890",Category Pending,3139.58,Posted
2025-09-23,"USAA P&C         AUTOPAY    ***********4749","USAA P&C         AUTOPAY    ***********4749",Category Pending,-108.19,Posted
2025-09-23,"Blue Sky Pest Co WWP*Blue S ***********0481","Blue Sky Pest Co WWP*Blue S ***********0481",Category Pending,-50.00,Posted
2025-09-23,"Stash Cash Mngt  Stash      ***********2E3Z","Stash Cash Mngt  Stash      ***********2E3Z",Category Pending,-30.00,Posted
2025-09-22,"PAYPAL           INST XFER  ***********EATS","PAYPAL           INST XFER  ***********EATS",Category Pending,-42.20,Posted
2025-09-22,"PAYPAL           INST XFER  ***********EATS","PAYPAL           INST XFER  ***********EATS",Category Pending,-9.40,Posted
2025-09-22,"CITY OF CHANDLER         480-782-2280 AZ","CITY OF CHANDLER         480-782-2280 AZ",Category Pending,-69.27,Posted
2025-09-22,"IN-N-OUT CHANDLER 3      CHANDLER     AZ","IN-N-OUT CHANDLER 3      CHANDLER     AZ",Category Pending,-38.21,Posted
2025-09-22,"ICP*Goldfish Swim Schoo  480-6802323  AZ","ICP*Goldfish Swim Schoo  480-6802323  AZ",Category Pending,-3.01,Posted
2025-09-19,"Rocket Money     Premium    ***********U0W3","Rocket Money     Premium    ***********U0W3",Category Pending,-10.78,Posted
2025-09-19,"DEPOSIT@MOBILE","DEPOSIT@MOBILE",Category Pending,115.38,Posted
2025-09-18,"APPLE.COM/BILL           866-712-7753 CA","APPLE.COM/BILL           866-712-7753 CA",Category Pending,-12.75,Posted
2025-09-17,"Posit Software","POSIT SOFTWARE  PBC      POSIT.CO     MA",Business Services,-15.95,Posted
2025-09-16,"Salt River Project SurePay","SRP              SUREPAY-S1 ***********8008",Bills & Utilities,-380.79,Posted
2025-09-16,"Amazon","AMAZON.COM SERVI INTERNET   ***********7630",Shopping,-42.40,Posted
2025-09-16,"Stash Cash","Stash Cash Mngt  Stash      ***********DL3N",Investments,-30.00,Posted
2025-09-16,"Posit Software","POSIT SOFTWARE  PBC      POSIT.CO     MA",Electronics & Software,-49.00,Posted
2025-09-15,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********5021",Credit Card Payment,-114.00,Posted
2025-09-15,"Stash","STASH CAPITAL (S ACH        ***********6094",Investments,-50.00,Posted
2025-09-15,"PayPal Purchase","PAYPAL           INST XFER  ***********.HBO",Uncategorized,-18.31,Posted
2025-09-15,"Lowe's","LOWE'S #28               GILBERT      AZ",Home Improvement,-117.09,Posted
2025-09-15,"Instacart","IC* INSTACART            INSTACART.COMCA",Groceries,-74.55,Posted
2025-09-12,"Instacart via Instacart","IC* COSTCO BY INSTACAR   INSTACART.COMCA",Shopping,-416.26,Posted
2025-09-12,"Onpoint Community","PP*ONPOINT COMMUNITY CR  800-5273932  OR",Financial,-200.00,Posted
2025-09-12,"ARCO","ARCO #4229               CHANDLER     AZ",Gas,-50.35,Posted
2025-09-11,"Transfer to Venmo","VENMO            PAYMENT    ***********0205",Transfer,-250.00,Posted
2025-09-11,"Waste Management","WASTE MANAGEMENT PAYMENT    ***********3001",Utilities,-26.98,Posted
2025-09-10,"Blu Omega Payroll","BLU OMEGA LLC    PAYROLL    ***********5285",Paycheck,3139.58,Posted
2025-09-09,"Stash Cash Ey","Stash Cash Mngt  Stash      ***********EY2G",Investments,-30.00,Posted
2025-09-09,"PayPal Purchase","PAYPAL           INST XFER  ***********566F",Uncategorized,-12.75,Posted
2025-09-09,"PayPal Purchase","PAYPAL           INST XFER  ***********RRIS",Uncategorized,-7.00,Posted
2025-09-09,"Posit Software","POSIT SOFTWARE  PBC      WWW.POSIT.CO MA",Electronics & Software,-13.82,Posted
2025-09-08,"Lakeview Loan Servicing","LAKEVIEW LN SRV  MTG PYMT   ***********8233",Mortgage & Rent,-2840.68,Posted
2025-09-08,"Amazon","AMAZON.COM SERVI INTERNET   ***********2026",Shopping,-34.97,Posted
2025-09-08,"Amazon","AMAZON MARKETPLA INTERNET   ***********2738",Shopping,-33.30,Posted
2025-09-08,"Spring Meadows Wate","IN *SPRING MEADOWS WATE  480-6286357  AZ",Utilities,-800.00,Posted
2025-09-08,"Circle K","CIRCLE K # 03462         GILBERT      AZ",Fast Food,-26.48,Posted
2025-09-08,"Circle K","CIRCLE K # 03462         GILBERT      AZ",Fast Food,-24.48,Posted
2025-09-08,"Transfer from Venmo","VENMO            CASHOUT    ***********3640",Transfer,400.00,Posted
2025-09-08,"Stash Cash Lmy Ke","Stash Cash Mngt  Stash      6LMY9HQGFF45KE9",Income,300.00,Posted
2025-09-08,"Mobile Deposit","DEPOSIT@MOBILE",Income,115.38,Posted
2025-09-05,"Google Apps Comme Ymfy","GOOGLE           APPS_COMME ***********YMFY",Entertainment,-67.20,Posted
2025-09-05,"Amazon","AMAZON MARKETPLA INTERNET   ***********4238",Shopping,-21.99,Posted
2025-09-05,"Google Apps Comme","GOOGLE           APPS_COMME ***********29T8",Entertainment,-16.80,Posted
2025-09-04,"Amazon","AMAZON.COM SERVI INTERNET   ***********6796",Shopping,-127.55,Posted
2025-09-04,"PayPal Purchase","PAYPAL           INST XFER  ***********TIME",Uncategorized,-4.25,Posted
2025-09-04,"OpenAI","OPENAI *CHATGPT SUBSCR   OPENAI.COM   CA",Business Services,-21.26,Posted
2025-09-03,"Interest Paid","INTEREST PAID",Interest Income,0.03,Posted
2025-09-03,"Taxes Withheld","TAX WITHHELD",Taxes,-0.01,Posted
2025-09-03,"Stash","STASH CAPITAL (S ACH        ***********2962",Investments,-125.00,Posted
2025-09-03,"Stash Cash","Stash Cash Mngt  Stash      ***********2TBL",Investments,-30.00,Posted
2025-09-03,"Disney+","PAYPAL           INST XFER  ***********PLUS",Television,-12.00,Posted
2025-09-03,"Stash","Stash Financial  Stash Subs ***********F413",Investments,-9.00,Posted
2025-09-02,"Transfer to Venmo","VENMO            PAYMENT    ***********4250",Transfer,-103.97,Posted
